row_kind,group,chain_run,criterion,tau_geom,tau_pred,delta_tau,frac_finite_pred,frac_finite_geom,tau_geom_mean,tau_geom_std,tau_pred_mean,tau_pred_std,delta_tau_mean,delta_tau_std,n_chains,n_finite_pred,rhat_aligned
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain2,geom_d0p05_nll_ge_1p7,9386,9386,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain3,geom_d0p05_nll_ge_1p7,9392,9392,0,,,,,,,,,,,
summary,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,geom_d0p05_f_margin_le_m0p2,,,,1.0,1.0,9387.5,3.415650255319866,9387.5,3.415650255319866,0.0,0.0,4,4,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain0,geom_d0p05_f_margin_le_m0p2,9388,9388,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain1,geom_d0p05_f_margin_le_m0p2,9384,9384,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain2,geom_d0p05_f_margin_le_m0p2,9386,9386,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain3,geom_d0p05_f_margin_le_m0p2,9392,9392,0,,,,,,,,,,,
summary,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,geom_d0p05_f_margin_le_m0p3,,,,1.0,1.0,9387.5,3.415650255319866,9387.5,3.415650255319866,0.0,0.0,4,4,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain0,geom_d0p05_f_margin_le_m0p3,9388,9388,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain1,geom_d0p05_f_margin_le_m0p3,9384,9384,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain2,geom_d0p05_f_margin_le_m0p3,9386,9386,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain3,geom_d0p05_f_margin_le_m0p3,9392,9392,0,,,,,,,,,,,
summary,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,geom_d0p05_f_margin_le_m0p38,,,,1.0,1.0,9387.5,3.415650255319866,9387.5,3.415650255319866,0.0,0.0,4,4,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain0,geom_d0p05_f_margin_le_m0p38,9388,9388,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain1,geom_d0p05_f_margin_le_m0p38,9384,9384,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain2,geom_d0p05_f_margin_le_m0p38,9386,9386,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain3,geom_d0p05_f_margin_le_m0p38,9392,9392,0,,,,,,,,,,,
summary,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,geom_d0p1_nll_ge_1p45,,,,1.0,1.0,20631.25,7.847504911329036,20631.25,7.847504911329036,0.0,0.0,4,4,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain0,geom_d0p1_nll_ge_1p45,20631,20631,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain1,geom_d0p1_nll_ge_1p45,20621,20621,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain2,geom_d0p1_nll_ge_1p45,20640,20640,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain3,geom_d0p1_nll_ge_1p45,20633,20633,0,,,,,,,,,,,
summary,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,geom_d0p1_nll_ge_1p55,,,,1.0,1.0,20631.25,7.847504911329036,20631.25,7.847504911329036,0.0,0.0,4,4,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain0,geom_d0p1_nll_ge_1p55,20631,20631,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain1,geom_d0p1_nll_ge_1p55,20621,20621,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain2,geom_d0p1_nll_ge_1p55,20640,20640,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain3,geom_d0p1_nll_ge_1p55,20633,20633,0,,,,,,,,,,,
summary,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,geom_d0p1_nll_ge_1p7,,,,1.0,1.0,20631.25,7.847504911329036,20631.25,7.847504911329036,0.0,0.0,4,4,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain0,geom_d0p1_nll_ge_1p7,20631,20631,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain1,geom_d0p1_nll_ge_1p7,20621,20621,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain2,geom_d0p1_nll_ge_1p7,20640,20640,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain3,geom_d0p1_nll_ge_1p7,20633,20633,0,,,,,,,,,,,
summary,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,geom_d0p1_f_margin_le_m0p2,,,,1.0,1.0,20631.25,7.847504911329036,20631.25,7.847504911329036,0.0,0.0,4,4,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain0,geom_d0p1_f_margin_le_m0p2,20631,20631,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain1,geom_d0p1_f_margin_le_m0p2,20621,20621,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain2,geom_d0p1_f_margin_le_m0p2,20640,20640,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain3,geom_d0p1_f_margin_le_m0p2,20633,20633,0,,,,,,,,,,,
summary,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,geom_d0p1_f_margin_le_m0p3,,,,1.0,1.0,20631.25,7.847504911329036,20631.25,7.847504911329036,0.0,0.0,4,4,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain0,geom_d0p1_f_margin_le_m0p3,20631,20631,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain1,geom_d0p1_f_margin_le_m0p3,20621,20621,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain2,geom_d0p1_f_margin_le_m0p3,20640,20640,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain3,geom_d0p1_f_margin_le_m0p3,20633,20633,0,,,,,,,,,,,
summary,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,geom_d0p1_f_margin_le_m0p38,,,,1.0,1.0,20631.25,7.847504911329036,20631.25,7.847504911329036,0.0,0.0,4,4,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain0,geom_d0p1_f_margin_le_m0p38,20631,20631,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain1,geom_d0p1_f_margin_le_m0p38,20621,20621,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain2,geom_d0p1_f_margin_le_m0p38,20640,20640,0,,,,,,,,,,,
chain,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02_chain3,geom_d0p1_f_margin_le_m0p38,20633,20633,0,,,,,,,,,,,
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,rhat_aligned_geom_d0p05_nll_ge_1p45_f_nll,,,,,,,,,,,,4,,1.0273323692254057
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,rhat_aligned_geom_d0p05_nll_ge_1p55_f_nll,,,,,,,,,,,,4,,1.0273323692254057
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,rhat_aligned_geom_d0p05_nll_ge_1p7_f_nll,,,,,,,,,,,,4,,1.0273323692254057
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,rhat_aligned_geom_d0p05_f_margin_le_m0p2_f_nll,,,,,,,,,,,,4,,1.0273323692254057
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,rhat_aligned_geom_d0p05_f_margin_le_m0p3_f_nll,,,,,,,,,,,,4,,1.0273323692254057
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,rhat_aligned_geom_d0p05_f_margin_le_m0p38_f_nll,,,,,,,,,,,,4,,1.0273323692254057
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,rhat_aligned_geom_d0p1_nll_ge_1p45_f_nll,,,,,,,,,,,,4,,1.022507846901982
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,rhat_aligned_geom_d0p1_nll_ge_1p55_f_nll,,,,,,,,,,,,4,,1.022507846901982
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,rhat_aligned_geom_d0p1_nll_ge_1p7_f_nll,,,,,,,,,,,,4,,1.022507846901982
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,rhat_aligned_geom_d0p1_f_margin_le_m0p2_f_nll,,,,,,,,,,,,4,,1.022507846901982
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,rhat_aligned_geom_d0p1_f_margin_le_m0p3_f_nll,,,,,,,,,,,,4,,1.022507846901982
rhat,w4_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI3_sigma0p02,,rhat_aligned_geom_d0p1_f_margin_le_m0p38_f_nll,,,,,,,,,,,,4,,1.022507846901982
