row_kind,group,chain_run,criterion,tau_geom,tau_pred,delta_tau,frac_finite_pred,frac_finite_geom,tau_geom_mean,tau_geom_std,tau_pred_mean,tau_pred_std,delta_tau_mean,delta_tau_std,n_chains,n_finite_pred,rhat_aligned
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain3,geom_d0p05_nll_ge_1p7,10283,,,,,,,,,,,,,
summary,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,,geom_d0p05_f_margin_le_m0p2,,,,1.0,1.0,10274.0,7.874007874011811,25597.25,454.78447276338125,15323.25,455.7443545088262,4,4,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,geom_d0p05_f_margin_le_m0p2,10264,25418,15154,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,geom_d0p05_f_margin_le_m0p2,10276,25291,15015,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,geom_d0p05_f_margin_le_m0p2,10273,26274,16001,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain3,geom_d0p05_f_margin_le_m0p2,10283,25406,15123,,,,,,,,,,,
summary,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,,geom_d0p05_f_margin_le_m0p3,,,,0.5,1.0,10274.0,7.874007874011811,83284.5,15417.049150210296,73014.5,15408.563868836058,4,2,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,geom_d0p05_f_margin_le_m0p3,10264,72383,62119,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,geom_d0p05_f_margin_le_m0p3,10276,94186,83910,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,geom_d0p05_f_margin_le_m0p3,10273,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain3,geom_d0p05_f_margin_le_m0p3,10283,,,,,,,,,,,,,
summary,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,,geom_d0p05_f_margin_le_m0p38,,,,0.0,1.0,10274.0,7.874007874011811,nan,nan,nan,nan,4,0,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,geom_d0p05_f_margin_le_m0p38,10264,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,geom_d0p05_f_margin_le_m0p38,10276,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,geom_d0p05_f_margin_le_m0p38,10273,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain3,geom_d0p05_f_margin_le_m0p38,10283,,,,,,,,,,,,,
summary,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,,geom_d0p1_nll_ge_1p45,,,,1.0,1.0,21122.0,19.544820285692065,21122.0,19.544820285692065,0.0,0.0,4,4,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,geom_d0p1_nll_ge_1p45,21093,21093,0,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,geom_d0p1_nll_ge_1p45,21128,21128,0,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,geom_d0p1_nll_ge_1p45,21132,21132,0,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain3,geom_d0p1_nll_ge_1p45,21135,21135,0,,,,,,,,,,,
summary,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,,geom_d0p1_nll_ge_1p55,,,,1.0,1.0,21122.0,19.544820285692065,22352.25,1457.5304170639688,1230.25,1444.1773609913707,4,4,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,geom_d0p1_nll_ge_1p55,21093,21093,0,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,geom_d0p1_nll_ge_1p55,21128,21128,0,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,geom_d0p1_nll_ge_1p55,21132,23274,2142,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain3,geom_d0p1_nll_ge_1p55,21135,23914,2779,,,,,,,,,,,
summary,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,,geom_d0p1_nll_ge_1p7,,,,0.0,1.0,21122.0,19.544820285692065,nan,nan,nan,nan,4,0,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,geom_d0p1_nll_ge_1p7,21093,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,geom_d0p1_nll_ge_1p7,21128,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,geom_d0p1_nll_ge_1p7,21132,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain3,geom_d0p1_nll_ge_1p7,21135,,,,,,,,,,,,,
summary,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,,geom_d0p1_f_margin_le_m0p2,,,,1.0,1.0,21122.0,19.544820285692065,25597.25,454.78447276338125,4475.25,449.5734089111588,4,4,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,geom_d0p1_f_margin_le_m0p2,21093,25418,4325,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,geom_d0p1_f_margin_le_m0p2,21128,25291,4163,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,geom_d0p1_f_margin_le_m0p2,21132,26274,5142,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain3,geom_d0p1_f_margin_le_m0p2,21135,25406,4271,,,,,,,,,,,
summary,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,,geom_d0p1_f_margin_le_m0p3,,,,0.5,1.0,21122.0,19.544820285692065,83284.5,15417.049150210296,62174.0,15392.300412868766,4,2,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,geom_d0p1_f_margin_le_m0p3,21093,72383,51290,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,geom_d0p1_f_margin_le_m0p3,21128,94186,73058,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,geom_d0p1_f_margin_le_m0p3,21132,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain3,geom_d0p1_f_margin_le_m0p3,21135,,,,,,,,,,,,,
summary,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,,geom_d0p1_f_margin_le_m0p38,,,,0.0,1.0,21122.0,19.544820285692065,nan,nan,nan,nan,4,0,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,geom_d0p1_f_margin_le_m0p38,21093,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,geom_d0p1_f_margin_le_m0p38,21128,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,geom_d0p1_f_margin_le_m0p38,21132,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain3,geom_d0p1_f_margin_le_m0p38,21135,,,,,,,,,,,,,
rhat,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,,rhat_aligned_geom_d0p05_nll_ge_1p45_f_nll,,,,,,,,,,,,4,,1.1853888091135552
rhat,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,,rhat_aligned_geom_d0p05_nll_ge_1p55_f_nll,,,,,,,,,,,,4,,1.613021056470314
rhat,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,,rhat_aligned_geom_d0p05_nll_ge_1p7_f_nll,,,,,,,,,,,,0,,
rhat,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,,rhat_aligned_geom_d0p05_f_margin_le_m0p2_f_nll,,,,,,,,,,,,4,,1.6875408975295834
rhat,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,,rhat_aligned_geom_d0p05_f_margin_le_m0p3_f_nll,,,,,,,,,,,,2,,1.0344921556361013
rhat,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,,rhat_aligned_geom_d0p05_f_margin_le_m0p38_f_nll,,,,,,,,,,,,0,,
rhat,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,,rhat_aligned_geom_d0p1_nll_ge_1p45_f_nll,,,,,,,,,,,,4,,1.6498653331067867
rhat,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,,rhat_aligned_geom_d0p1_nll_ge_1p55_f_nll,,,,,,,,,,,,4,,1.6562106007195119
rhat,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,,rhat_aligned_geom_d0p1_nll_ge_1p7_f_nll,,,,,,,,,,,,0,,
rhat,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,,rhat_aligned_geom_d0p1_f_margin_le_m0p2_f_nll,,,,,,,,,,,,4,,1.6875408975295834
rhat,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,,rhat_aligned_geom_d0p1_f_margin_le_m0p3_f_nll,,,,,,,,,,,,2,,1.0344921556361013
rhat,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,,rhat_aligned_geom_d0p1_f_margin_le_m0p38_f_nll,,,,,,,,,,,,0,,
summary,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,,geom_d0p05_nll_ge_1p45,,,,1.0,1.0,10271.75,7.932002689527196,13377.25,634.7542175257024,3105.5,633.7662555443187,4,4,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain0,geom_d0p05_nll_ge_1p45,10262,13204,2942,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain1,geom_d0p05_nll_ge_1p45,10274,12568,2294,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain2,geom_d0p05_nll_ge_1p45,10270,14012,3742,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain3,geom_d0p05_nll_ge_1p45,10281,13725,3444,,,,,,,,,,,
summary,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,,geom_d0p05_nll_ge_1p55,,,,1.0,1.0,10271.75,7.932002689527196,18040.75,1534.8944317661285,7769.0,1532.7298087616964,4,4,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain0,geom_d0p05_nll_ge_1p55,10262,17236,6974,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain1,geom_d0p05_nll_ge_1p55,10274,16307,6033,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain2,geom_d0p05_nll_ge_1p55,10270,19620,9350,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain3,geom_d0p05_nll_ge_1p55,10281,19000,8719,,,,,,,,,,,
summary,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,,geom_d0p05_nll_ge_1p7,,,,0.0,1.0,10271.75,7.932002689527196,nan,nan,nan,nan,4,0,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain0,geom_d0p05_nll_ge_1p7,10262,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain1,geom_d0p05_nll_ge_1p7,10274,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain2,geom_d0p05_nll_ge_1p7,10270,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain3,geom_d0p05_nll_ge_1p7,10281,,,,,,,,,,,,,
summary,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,,geom_d0p05_f_margin_le_m0p2,,,,1.0,1.0,10271.75,7.932002689527196,23053.25,1444.0481005377442,12781.5,1437.3977644804283,4,4,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain0,geom_d0p05_f_margin_le_m0p2,10262,21355,11093,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain1,geom_d0p05_f_margin_le_m0p2,10274,22467,12193,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain2,geom_d0p05_f_margin_le_m0p2,10270,23738,13468,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain3,geom_d0p05_f_margin_le_m0p2,10281,24653,14372,,,,,,,,,,,
summary,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,,geom_d0p05_f_margin_le_m0p3,,,,0.5,1.0,10271.75,7.932002689527196,60598.5,18518.419492494493,50330.5,18526.904773868733,4,2,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain0,geom_d0p05_f_margin_le_m0p3,10262,73693,63431,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain1,geom_d0p05_f_margin_le_m0p3,10274,47504,37230,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain2,geom_d0p05_f_margin_le_m0p3,10270,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain3,geom_d0p05_f_margin_le_m0p3,10281,,,,,,,,,,,,,
summary,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,,geom_d0p05_f_margin_le_m0p38,,,,0.0,1.0,10271.75,7.932002689527196,nan,nan,nan,nan,4,0,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain0,geom_d0p05_f_margin_le_m0p38,10262,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain1,geom_d0p05_f_margin_le_m0p38,10274,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain2,geom_d0p05_f_margin_le_m0p38,10270,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain3,geom_d0p05_f_margin_le_m0p38,10281,,,,,,,,,,,,,
summary,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,,geom_d0p1_nll_ge_1p45,,,,1.0,1.0,21116.75,19.379972480200617,21116.75,19.379972480200617,0.0,0.0,4,4,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain0,geom_d0p1_nll_ge_1p45,21088,21088,0,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain1,geom_d0p1_nll_ge_1p45,21123,21123,0,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain2,geom_d0p1_nll_ge_1p45,21126,21126,0,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain3,geom_d0p1_nll_ge_1p45,21130,21130,0,,,,,,,,,,,
summary,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,,geom_d0p1_nll_ge_1p55,,,,1.0,1.0,21116.75,19.379972480200617,21116.75,19.379972480200617,0.0,0.0,4,4,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain0,geom_d0p1_nll_ge_1p55,21088,21088,0,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain1,geom_d0p1_nll_ge_1p55,21123,21123,0,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain2,geom_d0p1_nll_ge_1p55,21126,21126,0,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain3,geom_d0p1_nll_ge_1p55,21130,21130,0,,,,,,,,,,,
summary,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,,geom_d0p1_nll_ge_1p7,,,,0.0,1.0,21116.75,19.379972480200617,nan,nan,nan,nan,4,0,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain0,geom_d0p1_nll_ge_1p7,21088,,,,,,,,,,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2375_chain1,geom_d0p1_nll_ge_1p7,21123,,,,,,,,,,,,,
